id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
3530,25,"content, market, sales, marketing strategy, collaboration, communication skills, trade, digital, marketing, performance, social, media, marketing campaigns, brand, team, product, competitive analysis","analytical, communication skills, collaboration, marketing, brand, team, sales",,None,None,"market, digital, marketing, brand, sales, strategy"
3531,25,"market, conversion, digital, marketing, performance, customer, team, content, social, content marketing, crm, brand, trade, digital marketing, media, customer acquisition, email marketing, client, data","marketing, goal, customer, brand, team, analytical",roi,None,None,"market, digital, marketing, customer, marketing automation, brand, strategy"
3532,25,"communication skills, market, lead, google, marketing, competitive, performance, target, pipeline, product, team, data, public","communication skills, strategic, creative, feedback, marketing, task, team, public",,None,Expert,"market, marketing"
3533,25,"sales targets, communication skills, marketing, brand position, digital marketing, marketing campaigns, product, team, data, campaign, sales, communication","communication skills, creative, leadership, marketing, brand, team, sales, communication",roi,None,None,"digital, marketing, brand, campaign, sales"
3534,25,"marketing strategy, market, salesforce, b2c, conversion, campaign management, digital, marketing, customer, performance, event marketing, team, product, content, communication skills, customer journey, social, crm, event, hubspot, sales, lead, google, b2b, revenue, b2b marketing, data","communication skills, creative, leadership, marketing, customer, responsibility, team, sales",,None,None,"market, digital, marketing, awareness, customer, marketing automation, campaign, sales, strategy"
3535,25,"revenue growth, marketing, competitive, performance, team, data, campaign","problem, marketing, relationship, team",roi,None,Senior,"campaign, marketing"
3536,25,"content, advertising, digital, marketing, performance, digital marketing, social, media, event, product, data, team, brand, communication","creative, strategic, time, marketing, responsibility, time management, team, brand, communication",pricing,Bachelor,Senior,"digital, marketing, brand"
3537,25,"communication skills, market, data, advertising, lead, excel, digital, marketing, performance, brand, product, market trends, team, campaign, value, sales","analytical, accountability, communication skills, strategic, marketing, relationship, team, brand, sales",roi,None,None,"market, digital, marketing, brand, campaign, sales, strategy"
3540,25,"trade, marketing, account",marketing,,None,Mid-Level,marketing
3541,25,"seo, communication skills, google analytics, email marketing, collaboration, conversion, lead, google ads, marketing, digital marketing, crm, product, team, facebook ads, sales","communication skills, creative, collaboration, feedback, marketing, team, sales","roi, digital marketing trends",None,Senior,"digital, marketing, sales"
3542,25,"advertising, lead, digital, marketing, performance, digital marketing, team, communication","marketing, team, communication",,None,None,"digital, marketing"
3543,25,"marketing, sales, team, customer","leadership, marketing, customer, team, sales",,None,None,"marketing, sales, customer"
3544,25,"seo, content, google analytics, advertising, conversion, lead generation, paid advertising, digital, marketing, google ads, performance, social, media, marketing campaigns, crm, brand, campaign, paid","analytical, marketing, strategic, brand",roi,None,None,"digital, marketing, marketing automation, brand, campaign"
3545,25,"team, customer","problem, time, leadership, customer, team",,None,Junior,"model, customer"
3546,25,"lead, digital, marketing, presentation, performance, crm, team, performance metrics, data, negotiation skills, sales, communication","strategic, leadership, marketing, presentation, team, negotiation skills, sales, communication",,None,Senior,"digital, marketing, sales, automation"
3547,25,"communication skills, advertising, target audience, marketing, presentation, customer, social, target, media, team, brand, value, communication","communication skills, leadership, marketing, presentation, customer, team management, brand, strategic thinking, team, brand awareness, analytical, communication",,None,None,"customer, marketing, brand, awareness"
3548,25,"conversion, google ads, google, marketing, competitive, performance, brand positioning, social, media, brand, team, data, paid","strategic, creative, marketing, brand, team",,None,Senior,"segmentation, marketing, brand"
3549,25,"content, advertising, digital, marketing, performance, social, media, brand, team, value, communication","strategic, creative, time, analytical thinking, marketing, brand, team, communication",,None,Senior,"digital, marketing, brand"
3550,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3551,25,"communication skills, collaboration, lead, marketing, competitive, performance, social, media, target, team, brand, data, value, communication","communication skills, creative, collaboration, feedback, marketing, responsibility, team management, task, team, brand, communication",,None,Expert,"marketing, brand"
3552,25,"marketing strategy, market, digital, marketing, customer, performance, product, team, product launches, communication skills, content, social, crm, brand, sales, trade, customer segmentation, media, communication, seo, google analytics, collaboration","analytical, communication skills, creative, collaboration, strategic, adaptability, time, leadership, marketing, customer, brand, strategic thinking, team, sales, communication",,None,Senior,"market, digital, marketing, segmentation, customer, brand, sales, strategy"
3553,25,"marketing strategy, market, digital, marketing, customer, target, product, team, product launches, content, communication skills, social, event, paid, sales, lead, media, upsell, value, collaboration, competitive, revenue, data, campaign","analytical, problem, communication skills, collaboration, marketing, customer, team, sales",,None,None,"market, automation, digital, marketing, customer, campaign, sales, strategy"
3554,25,"marketing strategy, market, trade shows, data, collaboration, communication skills, trade, marketing, client, performance, brand, team, product launches, campaign, sales, communication","analytical, communication skills, collaboration, marketing, team, brand, sales, communication",roi,None,None,"market, marketing, brand, campaign, sales, strategy"
3555,25,"powerpoint, market, excel, digital, marketing, brand management, performance, team, content, target audience, social, public relations, marketing campaigns, brand, paid, data, lead, media, communication, press releases, press, facebook, competitive, revenue, market trends","strategic, time, feedback, leadership, marketing, public, brand, team, communication",,None,Senior,"market, digital, marketing, brand, strategy"
3556,25,"marketing strategy, communication skills, sem, facebook, digital, marketing, performance, digital marketing, client, media, social, team, data, paid","communication skills, strategic, marketing, team, analytical",,None,Senior,"digital, marketing, awareness, strategy"
3557,25,"powerpoint, marketing strategy, market, campaign management, digital, marketing, excel, brand management, performance, brand positioning, media planning, team, product, communication skills, social, crm, brand, event, lead, media, value, communication, presentation skills, campaign","communication skills, creative, presentation skills, feedback, marketing, problem solving, brand, team, communication",,None,None,"market, digital, marketing, awareness, brand, campaign, strategy"
3558,25,"communication skills, market, data, collaboration, lead, digital, marketing, media, target, brand, team, product launches, branding, sales","analytical, communication skills, collaboration, marketing, team, brand, sales",,None,None,"market, digital, marketing, brand, sales, strategy"
3559,25,"market, data analysis, conversion, presentation skills, digital, marketing, performance, customer, crm, brand, data, campaign, sales, communication","sales, creative, presentation skills, marketing, customer, brand, analytical, communication",,None,Senior,"market, automation, digital, customer, marketing automation, brand, campaign, sales, strategy"
3560,25,"collaboration, marketing, customer retention, performance, marketing campaigns, brand, team, data, product, sales","sales, collaboration, marketing, customer, strategic thinking, team, brand, analytical",,None,Mid-Level,"brand, marketing, sales, customer"
3561,25,"communication skills, market research, revenue growth, collaboration, campaign management, presentation skills, marketing, customer, customer retention, social, crm, performance, team, product, data","communication skills, creative, collaboration, time, presentation skills, marketing, customer, responsibility, team",,None,None,"market, segmentation, marketing, customer, campaign"
3562,25,"communication skills, market research, market, advertising, lead, digital, marketing, public relations, brand, product, competitive analysis, communication","communication skills, creative, leadership, marketing, public, brand, analytical, communication",,Bachelor,None,"digital, market, marketing, brand"
3563,25,"market, market research, lead, trade, excel, marketing, competitive, brand management, performance, market trends, digital marketing, pipeline, media planning, brand, team, product, sales, communication","analytical, creative, marketing, brand, team, sales, communication",pricing,None,Senior,"market, digital, marketing, brand, sales, strategy"
3564,25,"marketing strategy, market, b2c, campaign management, digital, marketing, customer, performance, team, product, content, revenue growth, customer journey, social, content marketing, lead, google, value, communication, b2b, revenue, b2b marketing, data","strategic, critical, marketing, customer, responsibility, team, communication",,None,None,"market, digital, marketing, customer, campaign, strategy"
3565,25,"presentation skills, marketing, performance, brand, product, value, competitive analysis, communication","strategic, presentation skills, marketing, brand, communication",,None,None,"marketing, brand, strategy"
3566,25,"content, communication skills, advertising, lead, facebook, digital, customer, social, media, team, communication","communication skills, creative, time, relationship, customer, responsibility, team, communication",,None,Senior,"digital, awareness, customer"
3567,25,"advertising, lead, marketing, brand management, presentation, digital marketing, performance, media, team, public","creative, time, marketing, presentation, team management, brand, team, public",,None,None,"digital, marketing, brand"
3568,25,"content, market, advertising, marketing, brand management, social, marketing campaigns, media, public relations, brand, team, campaign, communication","strategic, marketing, team management, brand, brand awareness, communication, public",,None,Senior,"market, marketing, awareness, model, brand, campaign"
3569,25,"powerpoint, excel, customer, revenue, crm, team, data, campaign, communication","strategic, communication, team, customer",,Bachelor,None,"campaign, survey, strategy, customer"
3570,25,"target audience, excel, marketing, presentation, performance, customer, social, media, public, team, product, data, campaign, value, communication","strategic, marketing, presentation, customer, public, team, analytical, communication",,None,None,"campaign, marketing, customer"
3571,25,"sales targets, collaboration, performance, customer, team, sales, communication","creative, collaboration, customer, team, sales, communication",,None,Senior,"sales, customer"
3572,25,"communication skills, conversion, excel, digital, marketing, performance, revenue, media, team, data, campaign, sales","communication skills, creative, marketing, team, sales",roi,None,None,"campaign, digital, marketing, sales"
3574,25,"sales targets, communication skills, market, lead, marketing, customer, target, crm, brand, team, sales","communication skills, persuasion, marketing, customer, team management, team, brand awareness, sales",pricing,None,Senior,"market, marketing, awareness, customer, brand, sales"
3575,25,"market, advertising, email, marketing, customer, revenue, target, media, brand, team, market trends, campaign, sales","strategic, creative, time, marketing, relationship, customer, brand, team, sales",roi,None,None,"market, marketing, customer, brand, campaign, sales, strategy"
3576,25,"market, conversion, digital, marketing, performance, customer, team, product, marketing analytics, lead generation, sales, lead, digital marketing, media, seo, customer acquisition, google analytics, collaboration, sales funnel, customer retention, revenue, data, public","analytical, problem, creative, collaboration, time, strategic, marketing, customer, team, sales, public",,Master,Senior,"market, automation, digital, marketing, customer, marketing automation, sales, strategy"
3577,25,"communication skills, marketing strategy, sem, facebook, digital, marketing, performance, social, media, team, data, paid","communication skills, strategic, marketing, team, analytical",,None,Senior,"digital, marketing, awareness, strategy"
3578,25,"communication skills, collaboration, lead, marketing, competitive, performance, social, media, target, team, brand, data, value, communication","communication skills, creative, collaboration, feedback, marketing, responsibility, team management, task, team, brand, communication",,None,Expert,"marketing, brand"
3579,25,"market, google analytics, marketing analytics, lead generation, excel, digital, marketing, campaign management, customer, digital marketing, performance, data, sales, communication","strategic, marketing, customer, problem solving, sales, communication",,None,None,"market, digital, marketing, customer, campaign, sales"
3580,25,"market, revenue growth, advertising, collaboration, lead, marketing, competitive, performance, revenue, public, product, team, data, communication","strategic, collaboration, creative, marketing, task, public, team, analytical, communication",,Bachelor,Expert,"market, marketing"
3581,25,"powerpoint, excel, competitive, customer, performance, brand, team, value, sales, communication","creative, persuasion, customer focus, goal, problem solving, customer, brand, team, sales, communication",,Bachelor,None,"sales, brand, customer"
3582,25,"communication skills, digital, marketing, performance, crm, product, data, hubspot","feedback, marketing, communication skills",,None,None,"digital, marketing"
3583,25,"seo, market research, advertising, marketing, brand management, performance, digital marketing, social, media, brand, team, sales, communication","creative, strategic, analytical thinking, leadership, marketing, team management, brand, team, brand awareness, sales, communication",,None,Senior,"market, digital, marketing, awareness, brand, sales"
3584,25,"market, lead, campaign management, digital, marketing, client, performance, social, media, marketing campaigns, team, brand, data, campaign","brand, marketing, strategic, team",,None,Senior,"market, digital, marketing, brand, campaign, strategy"
3585,25,"content, lead, lead generation, digital, marketing, performance, digital marketing, social, marketing campaigns, media, content marketing, email campaigns, brand, event, event marketing, campaign, paid, communication","leadership, marketing, brand, communication",,None,Senior,"digital, marketing, brand, campaign, strategy"
3586,25,"content, email marketing, digital, marketing, presentation, performance, digital marketing, social, media, revenue, crm, customer, brand, team, sales","sales, creative, leadership, marketing, relationship, presentation, customer, brand, team, analytical",roi,None,None,"digital, marketing, customer, brand, sales, strategy"
3587,25,"content, market, marketing, brand positioning, social, media, media planning, brand, b2b marketing, product, team, communication","creative, strategic, leadership, marketing, problem solving, responsibility, brand, team, communication",,None,Senior,"market, marketing, awareness, brand, strategy"
3588,25,"communication skills, market, data, advertising, marketing, brand management, performance, digital marketing, media, team, product, brand, value","communication skills, creative, marketing, team management, brand, team, analytical",,None,None,"market, digital, marketing, brand, strategy"
3589,25,"marketing strategy, market, marketing, performance, product, team, product launches, content, market research, communication skills, target audience, sales enablement, b2b marketing, content marketing, crm, brand, sales, data, lead, value, communication, collaboration, competitive, b2b, performance metrics, market trends","analytical, communication skills, strategic, collaboration, marketing, empathy, brand, team, brand awareness, sales, communication",,None,Senior,"market, marketing, awareness, marketing automation, brand, sales, strategy"
3591,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3592,25,"brand, marketing, sales, team","time, marketing, brand, team, sales",,None,None,"brand, marketing, sales"
3593,25,"market, digital, marketing, customer, performance, product, team, content, communication skills, sales enablement, marketing campaigns, sales, data, advertising, lead, upsell, competitive analysis, collaboration, competitive, revenue, pipeline, market trends","communication skills, storytelling, creative, collaboration, critical, marketing, customer, team, sales",,None,None,"market, automation, digital, marketing, awareness, customer, sales, strategy"
3594,25,"account, advertising, digital, marketing, google, client, customer, performance, public relations, media, marketing campaigns, digital marketing, brand, team, data, campaign, communication","analytical, creative, leadership, feedback, marketing, customer, responsibility, brand, team, communication, public",,None,Senior,"automation, digital, marketing, tracker, customer, model, brand, campaign, strategy"
3595,25,"seo, content, google analytics, advertising, conversion, lead generation, paid advertising, digital, marketing, google ads, performance, social, media, marketing campaigns, crm, brand, campaign, paid","analytical, marketing, strategic, brand",roi,None,None,"digital, marketing, marketing automation, brand, campaign"
3596,25,"communication skills, lead, campaign management, digital, marketing, client, performance, social, media, marketing campaigns, team, data, campaign","communication skills, strategic, creative, marketing, strategic thinking, team",,None,Senior,"campaign, digital, marketing"
3597,25,"market, conversion, digital, marketing, brand management, customer, performance, target, product, product launches, content, market research, customer journey, target audience, sales enablement, presentation, social, content marketing, marketing campaigns, brand, paid, sales, advertising, lead, digital marketing, media, communication, seo, email marketing, sem, collaboration, facebook, competitive, customer retention, data","analytical, storytelling, strategic, collaboration, creative, feedback, marketing, presentation, customer, active, brand, brand awareness, sales, communication",roi,None,Senior,"market, digital, marketing, awareness, customer, brand, sales, strategy"
3598,25,"market, marketing, customer, product, team, communication skills, market research, social, marketing campaigns, brand, sales, lead, customer segmentation, competitive analysis, communication, data analysis, google analytics, customer retention, data","analytical, communication skills, strategic, time, leadership, marketing, goal, customer, team, strategic thinking, brand, sales, communication",,None,Senior,"market, segmentation, marketing, customer, brand, sales, strategy"
3599,25,"data analysis, marketing, performance, digital marketing, revenue, marketing campaigns, team, campaign","feedback, marketing, team",,None,None,"campaign, digital, marketing"
3600,25,"market, value proposition, collaboration, account management, lead, marketing, b2b, performance, customer, target, product, team, data, sales","analytical, creative, collaboration, leadership, feedback, marketing, customer, team, sales",pricing,None,None,"market, marketing, customer, sales, strategy"
3601,25,"market, digital, marketing, brand management, performance, customer, team, product, marketing campaigns, brand, sales, data, advertising, lead, trade, digital marketing, media, communication, collaboration, presentation skills, pipeline, market trends, campaign","analytical, storytelling, strategic, collaboration, presentation skills, marketing, customer, brand, team, sales, communication",,None,None,"market, digital, marketing, customer, brand, campaign, sales, strategy"
3602,25,"market, conversion, google ads, marketing, performance, customer, product, facebook ads, market research, revenue growth, presentation, social, marketing campaigns, sales, customer segmentation, digital marketing, media, competitive analysis, communication, seo, customer acquisition, google analytics, email marketing, collaboration, data","strategic, collaboration, creative, marketing, presentation, customer, sales, communication",roi,None,None,"market, segmentation, marketing, digital, customer, sales"
3603,25,"collaboration, digital, customer segmentation, customer, performance, social, media, product, team, data, campaign, communication","collaboration, time, feedback, problem solving, customer, flexibility, team, analytical, communication",,None,None,"campaign, digital, segmentation, customer"
3604,25,"market, conversion, digital, marketing, performance, marketing management, team, content, revenue growth, social, marketing campaigns, brand, email campaigns, media, communication, competitive, performance metrics, market trends, campaign","strategic, creative thinking, time, marketing, brand, team, brand awareness, analytical, communication",roi,Master,None,"market, digital, marketing, awareness, brand, campaign"
3605,25,"market, market research, advertising, trade, digital, marketing, competitive, brand management, presentation, team, brand, data, product, sales, communication","analytical, marketing, presentation, team, brand, sales, communication",,None,Senior,"market, digital, marketing, brand, sales, strategy"
3606,25,"revenue growth, competitive, customer, performance, revenue, brand, team, market trends, sales","analytical, goal, customer, problem solving, active, brand, team, sales","pricing, roi",None,None,"market, customer, brand, sales, strategy"
3607,25,"communication skills, market, collaboration, lead, marketing, customer, target, product, branding, sales, communication","communication skills, collaboration, marketing, customer, sales, communication",pricing,None,None,"market, marketing, customer, sales, strategy"
3608,25,"seo, market, lead, google ads, marketing, performance, digital marketing, product, team, competitive analysis","strategic, analytical thinking, leadership, marketing, team management, strategic thinking, team",,None,None,"market, digital, marketing"
3609,25,"market, campaign management, digital, marketing, brand management, customer, performance, product, market research, social, marketing campaigns, brand, negotiation skills, data, lead, trade, digital marketing, media, communication, b2b, market trends","leadership, marketing, customer, brand, negotiation skills, analytical, communication",,None,None,"market, digital, marketing, customer, brand, campaign, strategy"
3610,25,"powerpoint, marketing strategy, market, campaign management, digital, marketing, excel, marketing management, team, product, communication skills, brand, sales, media, competitive analysis, communication, collaboration, b2b, data, campaign","communication skills, problem, strategic, collaboration, time, marketing, brand, team, sales, communication",pricing,None,None,"market, digital, marketing, model, brand, campaign, sales, strategy"
3611,25,"communication skills, data analysis, google analytics, advertising, conversion, digital, marketing, competitive, performance, customer, revenue, product, value proposition, data, value, sales, communication","communication skills, sales, feedback, marketing, customer, responsibility, analytical, communication",,None,Senior,"digital, marketing, awareness, customer, sales, strategy"
3613,25,"communication skills, kpi, trade, marketing, customer, performance, team, data, sales, communication","communication skills, strategic, feedback, leadership, marketing, customer, team, sales, communication",pricing,None,None,"strategy, marketing, sales, customer"
3614,25,"content, advertising, lead, google ads, google, marketing, excel, competitive, performance, marketing campaigns, team, data, campaign, value","creative, leadership, initiative, marketing, clarity, time management, team, analytical",roi,None,Senior,"campaign, marketing"
3615,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3616,25,"market, digital, marketing, customer, product, team, content, sales enablement, marketing campaigns, sales, data, lead, upsell, competitive analysis, communication, competitive, revenue, pipeline, market trends","marketing, customer, team, sales, communication",,None,None,"market, automation, digital, marketing, awareness, customer, sales, strategy"
3617,25,"communication skills, digital, client, media, media planning, product","communication skills, strategic, time, responsibility, analytical",,None,None,"digital, awareness, strategy"
3618,25,"marketing strategy, market, collaboration, lead generation, presentation skills, digital, marketing, competitive, b2b marketing, social, media, crm, revenue, product, team, brand, paid, sales","problem, collaboration, presentation skills, marketing, team, brand, brand awareness, sales",,None,None,"market, automation, digital, marketing, awareness, brand, sales, strategy"
3620,25,"content, target audience, social, media, product, brand, team, sales, communication","creative, time, flexibility, team, brand, sales, communication",,None,None,"sales, brand, awareness"
3621,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3622,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3623,25,"content, marketing strategy, communication skills, lead, excel, marketing, crm, product, team, data, value, sales","communication skills, sales, leadership, marketing, team, analytical",,None,Intern,"marketing, sales, strategy"
3624,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3626,25,"market, marketing, client, crm, marketing campaigns, team, communication","creative, leadership, marketing, team, communication",,None,None,"market, marketing, strategy"
3627,25,"advertising, collaboration, digital, marketing, performance, market trends, customer, social, product, brand, team, communication","collaboration, marketing, customer, responsibility, brand, team, communication",,None,None,"market, digital, marketing, customer, brand"
3628,25,"content, target audience, lead, marketing, customer, performance, public relations, marketing campaigns, target, team, brand, campaign, sales, communication","sales, creative, marketing, customer, team, brand, brand awareness, communication, public",,None,None,"marketing, awareness, customer, brand, campaign, sales, strategy"
3629,25,"communication skills, market, market research, lead, digital, marketing, competitive, customer, digital marketing, performance, social, media, product, brand, data, team, sales, communication","analytical, communication skills, time, critical, marketing, customer, active, brand, team, sales, communication",,None,Mid-Level,"market, segmentation, marketing, digital, customer, model, brand, sales, strategy"
3630,25,"content, advertising, lead, google ads, google, marketing, excel, competitive, performance, marketing campaigns, team, data, campaign, value","creative, leadership, initiative, marketing, clarity, time management, team, analytical",roi,None,Senior,"campaign, marketing"
3631,25,"content, market, digital, marketing, social, media, brand, product, market trends, branding, sales, communication","strategic, creative, creative thinking, marketing, brand, brand awareness, sales, communication",,None,None,"market, digital, marketing, awareness, brand, sales"
3633,25,"content, communication skills, lead, digital, marketing, competitive, performance, digital marketing, social, media, marketing campaigns, brand, performance metrics, team, communication","communication skills, storytelling, creative, marketing, brand, team, brand awareness, communication",,None,None,"digital, marketing, awareness, brand, strategy"
3634,25,"communication skills, data analysis, conversion, marketing, brand, product, paid","communication skills, creative, marketing, brand, analytical",,None,None,"marketing, brand"
3635,25,"communication skills, trade, marketing, brand management, brand, team, product, communication","communication skills, leadership, marketing, responsibility, brand, team, analytical, communication",,None,Senior,"model, marketing, brand"
3636,25,"communication skills, trade, marketing, brand management, brand, team, product, communication","communication skills, leadership, marketing, responsibility, brand, team, analytical, communication",,None,Senior,"model, marketing, brand"
3637,25,"google ads, marketing, performance, digital marketing, team, brand, campaign, paid","creative, marketing, brand, team, analytical","roi, digital marketing trends",None,None,"campaign, digital, marketing, brand"
3638,25,"seo, content, market, google analytics, google, marketing, competitive, performance, team, data","time, feedback, marketing, team, analytical",,None,None,"market, marketing, strategy"
3641,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3642,25,"collaboration, excel, presentation skills, marketing, performance, media, brand, team, product, negotiation, communication","persuasion, collaboration, leadership, presentation skills, marketing, relationship, responsibility, active, brand, team, negotiation, analytical, communication",,None,Senior,"marketing, brand, strategy"
3643,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3644,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3645,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3646,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3648,25,"content, target audience, social, media, product, brand, team, sales, communication","creative, time, flexibility, team, brand, sales, communication",,None,None,"sales, brand, awareness"
3649,25,"marketing strategy, market, digital, marketing, customer, target, product, team, product launches, content, communication skills, social, event, paid, sales, lead, media, upsell, value, collaboration, competitive, revenue, data, campaign","problem, communication skills, collaboration, marketing, customer, team, sales",,None,None,"market, automation, digital, marketing, customer, campaign, sales, strategy"
3650,25,"conversion, digital, marketing, customer, performance, product, team, social, crm, paid, sales, lead, media, communication, collaboration, email, presentation skills, competitive, revenue, pipeline, b2b marketing","problem, strategic, collaboration, presentation skills, marketing, customer, team, sales, communication",marketing funnel,None,None,"automation, digital, marketing, customer, sales, strategy"
3651,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3652,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3653,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3654,25,"marketing strategy, market, digital, marketing, customer, target, product, team, product launches, content, communication skills, social, event, paid, sales, lead, media, upsell, value, collaboration, competitive, revenue, data, campaign","analytical, problem, communication skills, collaboration, marketing, customer, team, sales",,None,Senior,"market, automation, digital, marketing, customer, campaign, sales, strategy"
3655,25,"market, digital, marketing, customer, performance, product, team, content, communication skills, sales enablement, marketing campaigns, sales, data, advertising, lead, upsell, competitive analysis, collaboration, competitive, revenue, pipeline, market trends","communication skills, storytelling, creative, collaboration, critical, marketing, customer, team, sales",,None,None,"market, automation, digital, marketing, awareness, customer, sales, strategy"
3656,25,"marketing strategy, market, digital, marketing, customer, target, product, team, product launches, content, communication skills, social, event, paid, sales, lead, media, upsell, value, collaboration, competitive, revenue, data, campaign","analytical, problem, communication skills, collaboration, marketing, customer, team, sales",,None,None,"market, automation, digital, marketing, customer, campaign, sales, strategy"
3657,25,"content, social, media, product, brand, team, sales","team, sales, brand, time",,None,None,"sales, brand, awareness"
3660,25,"content, communication skills, target audience, marketing, social, media, product, brand, team, negotiation, sales, communication","communication skills, creative, time, initiative, marketing, relationship, responsibility, flexibility, team, brand, negotiation, sales, communication",,None,None,"marketing, sales, brand, awareness"
3663,26,"problem, service, support, customer inquiries, customer service, customer support, knowledge, client, customer, problem solving, written, product, customer satisfaction, multitasking","problem, service, time, service orientation, patience, empathy, client, customer, problem solving, attention to detail, written, multitasking",,None,Senior,"service, support, track, customer, tracking, resolution"
3664,26,"service, customer service, live, customer, product","service, communication, customer",,None,None,"service, customer"
3665,26,"service, support, live, knowledge, customer, crm, customer experience, positive, first","communication skills, service, attention, customer, positive",,None,None,"service, support, track, tracking, customer, crm"
3666,26,"net, support, problem solving","problem solving, task, communication, time",,None,Senior,support
3667,26,"service, support, customer, problem solving, crm, customer experience, product","accountability, communication skills, service, collaboration, time, resilience, customer, problem solving, responsibility, communication",,Master,None,"service, support, customer, crm, resolution, analysis"
3668,26,"problem, service, support, customer inquiries, customer service, customer support, knowledge, client, customer, problem solving, written, product, customer satisfaction, multitasking","problem, service, time, service orientation, patience, empathy, client, customer, problem solving, attention to detail, written, multitasking",,None,Senior,"service, support, track, customer, tracking, resolution"
3669,26,"customer relations, service quality, feedback, email, customer, social, customer complaints, written, customer satisfaction, verbal communication","service, feedback, initiative, customer, written, verbal communication",,None,None,"feedback, complaint, service, customer"
3670,26,"support, customer support, written communication, customer complaints, verbal","interpersonal skills, written communication, customer, communication, verbal",,None,None,"track, support, tracking, customer"
3671,26,"service, customer service, knowledge, customer, issue, written","service, time, attention, customer, written",,Bachelor,Intern,"service, customer"
3672,26,"service, teamwork, customer, problem solving, customer experience, product, customer satisfaction, phone","service, teamwork, problem solving, customer, communication",,Bachelor,Senior,"service, customer"
3673,26,"service, customer service","service, interpersonal skills, customer, attention to detail, communication",,None,None,"service, customer"
3674,26,"account, customer service, teamwork, written communication, customer, active","service, teamwork, written communication, customer, active",,None,None,"service, tracking, customer"
3675,26,"cx, service, support, email, knowledge, customer, customer loyalty, crm, social, customer experience, product","service, customer",,None,None,"service, support, creation, customer, crm"
3676,26,"support, customer support, customer service, teamwork, email, user, knowledge, customer, troubleshooting, customer experience, product, issue resolution","service, teamwork, user, customer, time management",,None,None,"service, support, tracking, customer, resolution, complaint"
3677,26,"teamwork, customer service, customer, social, customer satisfaction","communication skills, service, time, teamwork, customer, communication",,None,None,"service, customer"
3678,26,"phone, written, knowledge, verbal","written, collaboration, verbal",,PhD,None,
